file,stepLimit,time,tests,outcome,steps,jumps
20060322-20:53:12-8240b6c0f1e8fb463aae7ab123a6ad8d.seminal.ml,500,8.477497100830078e-2,2,U,46,6
20060323-08:35:44-95aa68925746f2cfecd00300845fb947.seminal.ml,500,18.57074499130249,752,D,0,0
20060323-08:43:40-4ea7768a439a9c9693ab1dd8a5a3e1ae.seminal.ml,500,0.19968390464782715,3,U,64,9
20060323-09:29:18-4d4687569f144490d021a1f614083ab6.seminal.ml,500,0.46193909645080566,5,U,59,11
20060323-10:36:10-23f563f30054417a24188e71c358a86b.seminal.ml,500,0.15816998481750488,10,U,12,3
20060323-13:43:52-9b3c922faea5332ae7dcbdd3542cf6bb.seminal.ml,500,7.242298126220703e-2,1,U,1,1
20060323-14:46:06-12e2638acf73c54ba75337e4a67e0897.seminal.ml,500,0.6387360095977783,5,U,61,8
20060323-15:47:38-bdbf194565202f6e6e0fcc814a9c01e7.seminal.ml,500,7.055497169494629e-2,5,U,12,3
20060323-16:46:00-99a4dfd320923a6e786e35326d72280c.seminal.ml,500,0.12128281593322754,1,U,29,5
20060323-16:46:40-3a2db0aab4cec751ce06a6163c6a0997.seminal.ml,500,9.868001937866211e-2,1,U,28,5
20060323-16:53:28-5eb5ae97e73aab35aca11490ff920390.seminal.ml,500,0.10914087295532227,1,U,28,5
20060323-17:18:26-1bf4fc01326e093960cc57ae9a5f103b.seminal.ml,500,2.6404857635498047e-2,1,U,2,1
20060323-17:29:24-d7203127fc75715cee8a22185e150384.seminal.ml,500,2.3988008499145508e-2,1,U,3,1
20060323-17:33:44-58be7bcdf9f4bd84f0e8595e2e98e45e.seminal.ml,500,4.127383232116699e-2,1,U,19,3
20060323-17:33:52-51c48edc0bc2623b785d08afb1344a7d.seminal.ml,500,0.38443899154663086,1,U,2,1
20060323-17:42:56-fde71158703a08ba423540e01ef09474.seminal.ml,500,0.10136580467224121,4,U,48,7
20060323-17:43:30-1b93c486fae4bb533744e65e09c11cdc.seminal.ml,500,9.758210182189941e-2,5,U,64,11
