file,stepLimit,time,tests,outcome,steps,jumps
prog4311.ml,500,8.116960525512695e-3,1,H,7,4
prog4312.ml,500,7.857084274291992e-3,1,H,6,4
prog4313.ml,500,8.430004119873047e-3,1,H,6,4
prog4314.ml,500,2.0694971084594727e-2,1,D,0,0
prog4315.ml,500,1.2801170349121094e-2,1,U,10,5
prog4316.ml,500,2.1626949310302734e-2,1,D,0,0
prog4317.ml,500,1.3531923294067383e-2,1,U,10,5
prog4318.ml,500,8.059024810791016e-3,1,H,7,4
prog4319.ml,500,4.965066909790039e-3,1,U,3,2
prog4320.ml,500,1.868295669555664e-2,1,H,13,6
prog4321.ml,500,4.853010177612305e-3,1,U,3,2
prog4322.ml,500,3.874063491821289e-3,1,U,3,2
prog4323.ml,500,3.0269622802734375e-3,1,U,5,2
prog4327.ml,500,7.459878921508789e-3,1,U,5,2
prog4328.ml,500,9.063959121704102e-3,1,U,5,2
prog4329.ml,500,6.454944610595703e-3,1,U,5,2
prog4330.ml,500,2.0516157150268555e-2,3,U,5,2
prog4331.ml,500,1.2552976608276367e-2,2,U,6,2
prog4332.ml,500,3.0686140060424805e-2,3,U,8,2
prog4333.ml,500,2.134990692138672e-2,3,U,6,2
prog4334.ml,500,1.5841960906982422e-2,2,U,6,2
prog4335.ml,500,2.056884765625e-2,3,U,5,2
prog4336.ml,500,2.00958251953125e-2,2,U,7,2
prog4337.ml,500,1.980304718017578e-2,2,U,7,2
prog4338.ml,500,3.516197204589844e-2,3,U,12,4
prog4342.ml,500,2.7931928634643555e-2,3,U,7,2
prog4343.ml,500,2.8623104095458984e-2,3,U,6,2
prog4346.ml,500,0.19556593894958496,4,U,44,13
prog4347.ml,500,2.0889997482299805e-2,2,U,5,2
prog4348.ml,500,3.656482696533203e-2,2,U,9,3
prog4349.ml,500,5.6365013122558594e-2,2,U,19,6
prog4350.ml,500,3.1113862991333008e-2,3,U,5,2
prog4351.ml,500,2.4734020233154297e-2,2,U,5,2
prog4352.ml,500,2.2043943405151367e-2,2,U,6,2
prog4353.ml,500,2.0145177841186523e-2,2,U,5,2
prog4354.ml,500,2.1136999130249023e-2,2,U,5,2
prog4355.ml,500,2.1445035934448242e-2,2,U,5,2
prog4356.ml,500,8.466696739196777e-2,2,H,22,6
prog4357.ml,500,0.33124208450317383,5,U,45,10
prog4358.ml,500,2.2302849292755127,11,U,81,16
prog4359.ml,500,0.5661840438842773,7,H,35,8
prog4360.ml,500,0.8433990478515625,7,U,128,10
prog4361.ml,500,0.5380978584289551,5,U,82,8
prog4362.ml,1500,60.01075196266174,1,T,0,0
prog4363.ml,500,6.037187576293945e-2,6,U,12,3
prog4364.ml,500,8.152961730957031e-3,3,U,6,3
prog4365.ml,500,0.1909639835357666,11,U,27,5
prog4366.ml,500,3.0445098876953125e-2,3,U,7,2
prog4367.ml,500,4.3917179107666016e-2,2,U,7,2
prog4368.ml,500,1.56840181350708,7,U,104,22
prog4369.ml,500,9.335112571716309e-2,2,U,35,12
prog4370.ml,500,8.404707908630371e-2,2,U,30,7
prog4371.ml,500,9.779882431030273e-2,2,U,34,10
prog4372.ml,500,60.01396894454956,1,T,0,0
prog4373.ml,500,5.582094192504883e-2,5,U,20,4
prog4374.ml,500,8.473491668701172e-2,2,U,34,10
prog4375.ml,500,0.15854716300964355,3,U,48,17
prog4376.ml,500,5.560016632080078e-2,3,U,29,7
prog4377.ml,500,4.555392265319824e-2,1,U,20,4
prog4378.ml,500,6.643199920654297e-2,3,U,25,8
prog4379.ml,500,4.7804832458496094e-2,1,U,22,4
prog4380.ml,500,4.072713851928711e-2,1,U,20,4
prog4381.ml,500,4.6608924865722656e-2,1,U,22,4
prog4382.ml,500,3.828907012939453e-2,2,U,20,6
prog4383.ml,500,2.2793054580688477e-2,1,U,17,5
prog4384.ml,500,8.251595497131348e-2,1,U,31,5
prog4385.ml,500,4.686999320983887e-2,1,U,20,4
prog4386.ml,500,4.8547983169555664e-2,1,U,22,4
prog4387.ml,500,7.593083381652832e-2,1,U,24,5
prog4388.ml,500,1.8157958984375e-2,1,U,8,3
prog4389.ml,500,4.95600700378418e-3,1,H,4,2
prog4390.ml,500,8.088183403015137e-2,1,U,42,8
prog4391.ml,500,9.593796730041504e-2,1,U,44,8
prog4392.ml,500,0.27538299560546875,5,U,56,11
prog4393.ml,500,0.12935209274291992,4,U,42,7
prog4394.ml,500,0.10962605476379395,1,U,42,6
prog4395.ml,500,0.1152811050415039,1,U,37,5
prog4396.ml,500,0.133558988571167,1,U,45,6
prog4397.ml,500,0.14921784400939941,1,U,45,6
prog4398.ml,500,0.13821911811828613,1,U,44,7
prog4399.ml,500,0.13533806800842285,1,U,53,9
prog4400.ml,500,0.13410186767578125,1,U,53,9
prog4401.ml,500,0.11096596717834473,1,U,45,7
prog4402.ml,500,0.1286320686340332,1,U,45,7
prog4403.ml,500,0.12730884552001953,1,U,45,7
prog4404.ml,500,0.12152409553527832,1,U,45,7
prog4405.ml,500,0.12072896957397461,1,U,45,7
prog4406.ml,500,0.13040804862976074,1,U,53,9
prog4407.ml,500,0.49742794036865234,2,U,100,17
prog4408.ml,500,0.5669879913330078,3,U,77,13
prog4409.ml,500,0.4096260070800781,2,U,76,11
prog4410.ml,500,0.4204280376434326,2,U,72,11
prog4411.ml,500,0.5838780403137207,3,U,81,13
prog4412.ml,500,0.5471827983856201,3,U,73,11
prog4413.ml,500,0.4121968746185303,2,U,76,11
prog4414.ml,500,0.5499861240386963,2,U,74,11
prog4415.ml,500,0.729708194732666,2,U,78,11
