file,stepLimit,time,tests,outcome,steps,jumps
prog0349.ml,500,5.405902862548828e-3,1,U,6,2
prog0350.ml,500,3.0889511108398438e-3,1,B,5,1
prog0351.ml,500,2.2890567779541016e-3,1,B,3,1
prog0352.ml,500,2.2859573364257813e-3,1,B,5,1
prog0353.ml,500,1.7240047454833984e-3,1,B,3,1
prog0354.ml,500,8.071184158325195e-3,1,B,18,5
prog0355.ml,500,7.957935333251953e-3,1,U,1,1
prog0356.ml,500,1.1248588562011719e-3,1,U,1,1
prog0357.ml,500,9.727954864501953e-3,1,U,17,4
prog0358.ml,500,1.3549327850341797e-3,1,B,2,1
prog0359.ml,500,7.013082504272461e-3,1,U,17,4
prog0360.ml,500,1.0378360748291016e-3,1,U,3,2
prog0361.ml,500,3.260517120361328e-2,1,S,0,0
prog0362.ml,500,1.8150806427001953e-3,1,U,8,4
prog0363.ml,500,1.962900161743164e-3,1,U,3,3
prog0364.ml,500,1.6338825225830078e-3,1,U,3,3
prog0365.ml,500,1.0809898376464844e-3,1,U,3,3
prog0366.ml,500,1.5017986297607422e-3,1,B,4,2
prog0368.ml,500,1.2478828430175781e-3,1,B,4,2
prog0369.ml,500,3.3159255981445313e-3,1,U,9,4
prog0370.ml,500,4.1413307189941406e-4,1,B,1,1
prog0371.ml,500,1.4710426330566406e-3,1,B,2,1
prog0372.ml,500,1.802206039428711e-3,1,U,8,2
prog0373.ml,500,3.245830535888672e-3,1,U,10,3
prog0374.ml,500,4.7609806060791016e-3,1,S,0,0
prog0375.ml,500,1.1442508697509766,1000,S,0,0
prog0376.ml,500,1.0361671447753906e-3,1,U,1,1
prog0377.ml,500,1.3079643249511719e-3,1,U,2,2
prog0378.ml,500,8.58306884765625e-3,1,U,12,4
prog0379.ml,500,1.422882080078125e-3,1,U,1,1
prog0380.ml,500,1.1470317840576172e-3,1,U,1,1
prog0381.ml,500,6.940364837646484e-4,1,U,2,2
prog0382.ml,500,1.2362003326416016e-3,1,U,4,3
prog0383.ml,500,1.249074935913086e-3,1,U,3,3
prog0384.ml,500,2.5238990783691406e-3,1,U,12,5
prog0385.ml,500,1.2080669403076172e-3,1,U,3,3
prog0386.ml,500,1.1990070343017578e-3,1,U,3,3
prog0392.ml,500,2.295970916748047e-3,1,U,7,3
prog0393.ml,500,1.77001953125e-3,1,U,3,2
prog0394.ml,500,2.0189285278320313e-3,1,U,3,3
prog0395.ml,500,1.1766910552978516e-2,1,U,28,6
prog0398.ml,500,4.6539306640625e-3,1,U,14,9
prog0399.ml,500,7.880926132202148e-3,1,U,12,7
prog0400.ml,500,1.1420249938964844e-3,1,B,2,2
prog0401.ml,500,9.300708770751953e-4,1,B,1,1
prog0402.ml,500,6.561279296875e-4,1,B,1,1
prog0403.ml,500,6.701946258544922e-4,1,B,1,1
